No.,bo text,zh text
21,"གཞན་ཡང་སྡུག་བསྔལ་ཡོན་ཏན་ནི།།<br>སྐྱོ་བས་དྲེགས་པ་སེལ་བར་བྱེད།།<br>འཁོར་བ་པ་ལ་སྙིང་རྗེ་སྐྱེ།།<br>སྡིག་ལ་འཛེམ་ཞིང་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">འཛེམ་ཞིང་] C འཛེམ་དང་; Q འཛེམས་དང་། The reading འཛེམ་ཞིང་ is supported by the Sanskrit भीति <span class=\""text-quotation-style\"">'fear'</span> and all commentaries. KP explicitly uses འཛེམ་ཞིང་, and GDR's commentary also confirms this reading. The conjunction ཞིང་ better connects the two clauses as in the Sanskrit compound construction.</i>དགེ་ལ་དགའ།།",次應於苦觀功德 <br> 由厭患故除驕慢 <br> 於輪迴者起悲心 <br> 於罪羞慚樂善法
22,མཁྲིས་པ་ལ་སོགས་སྡུག་བསྔལ་གྱི།།<br>འབྱུང་གནས་ཆེ་ལ་མི་ཁྲོ་བར།།<br>སེམས་ཡོད་རྣམས་ལ་ཅི་སྟེ་ཁྲོ།།<br>དེ་དག་ཀུན་ཀྱང་རྐྱེན་གྱིས་བསྐུལ།།,於諸大苦出生處 <br> 膽等病原不瞋恨 <br> 何故瞋於諸有情 <br> 獨亦緣逼不自主
23,"དཔེར་ན་མི་འདོད་བཞིན་དུ་ཡང་།།<br>ནད་འདི་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">ནད་འདི་] N,Q ནད་ནི་ | The reading འདི་ is supported by the Sanskrit etac <span class=\""text-quotation-style\"">एतच्</span> and by all four commentators <span class=\""text-quotation-style\"">KP, GDR, KS, TS</span> who gloss the specific types of illnesses <span class=\""text-quotation-style\"">e.g., KP: རླུང་མཁྲིས་བད་ཀན་, KS: མཁྲིས་པ་ལ་སོགས་པ་</span> indicating a demonstrative pronoun.</i>འབྱུང་བར་འགྱུར་བ་ལྟར།།<br>དེ་བཞིན་མི་འདོད་བཞིན་དུ་ཡང་།།<br>ནན་གྱིས་ཉོན་མོངས་འབྱུང་བར་འགྱུར།།",譬如吾人遭病苦 <br> 雖非所欲病自起 <br> 如是彼雖非所欲 <br> 亦由逼迫生煩惱
24,ཁྲོ་བར་བྱ་ཞེས་མ་བསམས་ཀྱང་།།<br>སྐྱེ་བོ་རྣམས་ནི་གྱི་ནར་ཁྲོ།།<br>བསྐྱེད་པར་བྱ་ཞེས་མ་བསམས་ཀྱང་།།<br>ཁྲོ་བ་དེ་བཞིན་སྐྱེ་བར་འགྱུར།།,雖未思維彼應瞋 <br> 世人率爾生瞋恚 <br> 雖未思維彼應生 <br> 如是瞋心自生起
25,ཉེས་པ་ཇི་སྙེད་ཐམས་ཅད་དང་།།<br>སྡིག་པ་རྣམ་པ་སྣ་ཚོགས་པ།།<br>དེ་ཀུན་རྐྱེན་གྱི་སྟོབས་ལས་བྱུང་།།<br>རང་དབང་ཡོད་པ་མ་ཡིན་ནོ།།,所有一切諸罪失 <br> 惡行種類多無量 <br> 悉從眾緣力所生 <br> 非能主宰得自在
26,"རྐྱེན་རྣམས་ཚོགས་པ་དེ་དག་ཀྱང་།།<br>བསྐྱེད་པར་བྱ་ཞེས་སེམས་པ་མེད།།<br>དེས་བསྐྱེད་དེ་ཡང་བདག་བསྐྱེད་ཅེས<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">བསྐྱེད་ཅེས] N,Q མེད་ཅེས། I བསྐྱེད་ཅིས། The reading བསྐྱེད་ཅེས is supported by the Sanskrit जनितोऽस्मि and all commentaries. KP explicitly glosses this phrase as བདག་རྐྱེན་འདི་དག་གིས་བསྐྱེད་ཅེས. The variants མེད་ཅེས and བསྐྱེད་ཅིས appear to be scribal errors.</i>།།<br>སེམས་པ་ཡོད་པ་མ་ཡིན་ནོ།།",彼諸緣等亦未嘗 <br> 思維此苦當生起 <br> 彼所生者亦無心 <br> 思維我今當生起
27,"གཙོ་བོ་ཞེས་བྱར་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">བྱར་] N,Q བྱ་</i>གང་འདོད་དང་།།<br>བདག་ཅེས་བརྟགས་<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">བརྟགས་] C བཏགས་</i>པ་གང་ཡིན་པ།།<br>དེ་ཉིད་བདག་ནི་འབྱུང་བྱ་ཞེས།།<br>ཆེད་དུ་བསམས་ཤིང་འབྱུང་བ་མེད།།",所謂神我何所許 <br> 安立我名是何物 <br> 彼亦非由作是想 <br> 謂我當生始出生
28,"མ་སྐྱེས་པར་ནི་དེ་མེད་ན།།<br>དེ་ཚེ་སྐྱེ་བར་འདོད་པ་གང་།།<br>ཡུལ་ལ་རྟག་ཏུ་གཡེང་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">གཡེང་] N,Q གཡེངས་ ། Sanskrit विषयव्यापृतत्वात् supports གཡེང་. KP and KS also support the simpler form.</i>འགྱུར་བས<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">བས་] C བ་ N,Q པས་ ། The instrumental case marker བས་ is preferred as it matches Sanskrit ablative -त्वात् and provides the logical connection.</i>།།<br>འགག་པར་འགྱུར་བའང་<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">བའང་] N,Q གང་ ། Sanskrit अपि supports འང་ variant. Commentaries KP, GDR unanimously support འང་.</i>མ་ཡིན་ནོ།།",若不生者彼非有 <br> 彼時許生是何物 <br>於境恒時馳散故 <br> 彼當不能得涅槃
29,"ཅི་སྟེ་བདག་དེ་རྟག་ན་ནི།།<br>མཁའ་བཞིན་བྱེད་པ་མེད་པར་མངོན།།<br>རྐྱེན་རྣམས་གཞན་དང་ཕྲད་ན་ཡང་།།<br>འགྱུར་བ་མེད་ལ་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">མེད་ལ་] N,Q མེད་པ་; em. མེད་ལ་ : Skt. nirvikārasya supports the reading མེད་ལ་. This is further confirmed by KP's gloss འགྱུར་བ་མེད་པ་དེ་ལ་ and KS's འགྱུར་བ་མེད་པ་ལ་. The ablative case in Tibetan better corresponds to the Sanskrit genitive.</i>ཅི་བྱར་ཡོད།།",彼我若許是常法 <br> 見無作用如虛空 <br>從遇一切諸外緣 <br> 終無轉變何所作
30,"བྱེད་པའི་ཚེ་ཡང་སྔོན་བཞིན་ན།།<br>བྱེད་པས་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">བྱེད་པས་] N,Q བྱེད་པ། Sanskrit क्रियायास् supports instrumental case. All commentaries <span class=\""text-quotation-style\"">KP,GDR,KS,TS</span> use བྱེད་པས་.</i>དེ་ལ་ཅི་ཞིག་བྱས<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">བྱས་] N,Q བྱ། Sanskrit कृतम् and all commentaries <span class=\""text-quotation-style\"">KP,GDR,KS,TS</span> support past tense བྱས་.</i>།།<br>དེ་ཡི་བྱེད་པ་འདི་ཡིན་ཞེས།།<br>འབྲེལ་པར་<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">འབྲེལ་པར་] C འབྲེལ་བར་། Both readings possible, but འབྲེལ་པར་ preferred as lectio difficilior. Sanskrit संबन्धे neutral. Commentaries <span class=\""text-quotation-style\"">KP,TS</span> use འབྲེལ་བར་, suggesting འབྲེལ་པར་ may be older reading.</i>འགྱུར་བ་གང་ཞིག་ཡོད།།",正作之時亦如前 <br> 能作於彼何所作 <br>謂此是彼能作者 <br> 此中何法相聯屬
31,"དེ་ལྟར་ཐམས་ཅད་གཞན་གྱི་དབང་།།<br>དེ་ཡི་དབང་གིས་དེ་དབང་མེད།།<br>དེ་ལྟར་ཤེས་ནས་སྤྲུལ་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">ཤེས་ནས་སྤྲུལ་] C ཤེས་ན་སྦྲུལ་; F,G,I ཤེས་ན་སྤྲུལ་ । The reading ཤེས་ནས་སྤྲུལ་ is supported by the Sanskrit निर्माणवद् <span class=\""text-quotation-style\"">like an illusion/magical creation</span> and all commentaries. KP, GDR, and TS explicitly use སྤྲུལ་པ་ in their explanations. The temporal connector ནས་ better reflects the logical sequence in the Sanskrit and is supported by KP's commentary <span class=\""text-quotation-style\"">ཤེས་པར་བྱས་ནས་</span>. The variant སྦྲུལ་ <span class=\""text-quotation-style\"">snake</span> in C is clearly a scribal error.</i>ལྟ་བུའི།།<br>དངོས་པོ་ཀུན་ལ་ཁྲོ་མི་འགྱུར།།",如是悉由他自在 <br> 非由己力能主宰 <br> 於諸一切如幻法 <br> 如是知已無瞋恚
32,གང་གིས་གང་ཞིག་བཟློག་བྱ་སྟེ།།<br>བཟློག་པའང་རིགས་པ་མིན་ཞེ་ན།།<br>དེ་ལ་བརྟེན་ནས་སྡུག་བསྔལ་རྣམས།།<br>རྒྱུན་ཆད་འགྱུར་འདོད་མི་རིགས་མེད།།,若爾以誰遮邏誰 <br> 今為遮止亦非理 <br> 依此能斷諸苦流 <br> 是所許故理無違
33,"དེ་བས་དགྲའམ་མཛའ་ཡང་རུང་།།<br>མི་རིགས་བྱེད་པ་མཐོང་གྱུར་ན།།<br>འདི་འདྲའི་རྐྱེན་ལས་གྱུར་ཏོ་ཞེས།།<br>དེ་ལྟར་སོམས་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">སོམས་] N,Q སེམས་ | སོམས་ is supported by Sanskrit मत्वा and all commentaries: KP སོམས་, GDR སོམས་, KS སོམས་, TS སོམས་. The reading སེམས་ in N,Q appears to be a scribal error.</i>ཏེ་བདེ་བར་མནོས།།",是故不論怨與親 <br> 若見行於非理事 <br> 謂由如是因緣生 <br> 如是思維獲安樂
34,གལ་ཏེ་རང་དགས་འགྲུབ་འགྱུར་ན།།<br>འགའ་ཡང་སྡུག་བསྔལ་མི་འདོད་པས།།<br>ལུས་ཅན་དག་ནི་ཐམས་ཅད་ཀྱང་།།<br>སུ་ལའང་སྡུག་བསྔལ་འབྱུང་མི་འགྱུར།།,若自所求悉成就 <br> 痛苦是何人所欲 <br> 於諸有情任何時 <br> 悉應不生諸苦事
35,བག་མེད་པས་ནི་བདག་ལའང་བདག།<br>ཚེར་མ་ལ་སོགས་གནོད་པ་བྱེད།།<br>བུད་མེད་ལ་སོགས་ཐོབ་བྱའི་ཕྱིར།།<br>རྔམ་ཞིང་ཟས་གཅོད་ལ་སོགས་བྱེད།།,有情有時偶不慎 <br> 輒以尖杙自戳傷 <br> 或為欲求財色等 <br> 思慕徬徨而絕食
36,"ཁ་ཅིག་འགག་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">འགག་] F,G འགོག་; N,Q འགེག་ | The reading འགག་ is supported by the Sanskrit उद्बन्धन <span class=\""text-quotation-style\"">\""hanging\""</span> and consistently reflected in the commentaries. KP specifically glosses it as ཐག་པ་ལ་སོགས་པས་འགག་ <span class=\""text-quotation-style\"">\""strangling with rope, etc.\""</span>, while KS explains it as འགག་ཅིང་དཔྱང་བ་ <span class=\""text-quotation-style\"">\""choking and hanging\""</span>. Both GDR and TS also use འགག་, confirming this as the correct reading.</i>ཅིང་གཡང་སར་མཆོང་།།<br>དུག་དང་མི་འཕྲོད་ཟ་བ་དང་།།<br>བསོད་ནམས་མ་ཡིན་སྤྱོད་པ་ཡིས།།<br>རང་ལ་གནོད་པ་བྱེད་པ་ཡོད།།",若人被詛或投巖 <br> 或服毒物諸不宜 <br> 以如是等非福行 <br> 而於自身作損害
37,"གང་ཚེ་ཉོན་མོངས་དབང་གྱུར་པས།།<br>བདག་སྡུག་ཉིད་ཀྱང་གསོད་<sup class=\footnote-marker\"">*</sup><i class=\""footnote\"">གསོད་] N,Q གནོད་། The reading གསོད་ is supported by Skt. घ्नन्ति <span class=\""text-quotation-style\"">\""kill\""</span> and consistently interpreted by all commentators: KP, GDR, KS, and TS all gloss as གསོད་པར་བྱེད་. The variant གནོད་ appears to be a scribal error.</i>བྱེད་པ<sup class=\""footnote-marker\"">*</sup><i class=\""footnote\"">པ་] N,Q ན། The reading པ་ is confirmed by the Sanskrit participial construction and supported by all commentators who use བྱེད་པ་ in their explanations. The variant ན appears to be a grammatical error.</i>།།<br>དེ་ཚེ་དེ་དག་གཞན་ལུས་ལ།།<br>གནོད་མི་བྱེད་པར་ཇི་ལྟར་འགྱུར།།",若為煩惱自在時 <br> 不恤殺自所愛身 <br> 若時彼等於他身 <br> 何能顧恤不損惱
